Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres.; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;253512500;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;2000;200000;2535125;253512500; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1620;162000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;26842500;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;26842500;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1700;170000;;;2641;Organiz.Clinica General Norte;1/09/2019;28/02/2020;;;2641;Organiz.Clinica General Norte
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;;;2715;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2715;Fuertes Mejia Yaneth Patricia
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;;;2830;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2830;Fuertes Mejia Yaneth Patricia
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1650;165000;2535125;253512500;2666;Farma Xpress S.A.S;1/07/2019;30/09/2019;;;2666;Farma Xpress S.A.S
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1700;170000;268425;26842500;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;2535125;253512500;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;2535125;253512500;1010;Audifarma S.A.;27/08/2019;27/08/2020;ECOPETROL;;1010;Audifarma S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1683;168300;;;1010;Audifarma S.A.;1/08/2018;31/07/2020;NEPS;;1010;Audifarma S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1683;168300;;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio;1/08/2018;31/07/2020;NEPS;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1683;168300;;;1020-INS;Caja De Comp. Fam. Cafam;1/08/2018;31/07/2020;NEPS;;1020-INS;Caja De Comp. Fam. Cafam
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1683;168300;;;2075-INS;Eticos Serrano Gomez Ltda.;1/08/2018;31/07/2020;NEPS;;2075-INS;Eticos Serrano Gomez Ltda.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1540;154000;;;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1540;154000;;;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1540;154000;;;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1540;154000;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;2535125;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;2535125;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;2535125;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;2535125;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;268425; 2063-INS ;Unidrogas S.A.;1/05/2019;9/05/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;268425; 2615-INS ;Unidrogas S.A.;1/05/2019;9/05/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;268425; 2576-INS ;Unidrogas S.A.;1/05/2019;9/05/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1800;180000;268425;268425; 2711-INS ;Unidrogas S.A.;1/05/2019;9/05/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-013-021;MICOFLAVIN 250 MG X 100 COMP;Micofenolato Mofetilo 250 mg;100;1600;160000;2535125;253512500;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1530;76500;;;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1530;76500;;;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1530;76500;;;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1530;76500;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2300;115000;;; 2360-INS ;Grupo Dao SAS;1/08/2019;31/01/2020;;;2360-INS;Grupo Dao SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;5369;268450;53685;2684250;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2100;105000;;;2890;Grupo R & G S.A.S.;5/06/2019;30/05/2020;;;2890;Grupo R & G S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;5000;250000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;;;2442;Unidad Oncologica Surcolombiana S.A.S.;31/07/2019;31/07/2020;;;2442;Unidad Oncologica Surcolombiana S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2117;Suministros y Dotaciones Colombia S.A.;19/06/2019;31/12/2020;;;2117;Suministros y Dotaciones Colombia S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1450;72500;507025;25351250;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;53685;2684250;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1450;72500;;;2239;Escobar Bustos Carmen del Pilar;1/05/2019;30/04/2020;;;2239;Escobar Bustos Carmen del Pilar
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2939;Grupo Empresarial Provima SAS;1/02/2019;31/01/2020;;;2939;Grupo Empresarial Provima SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1356;67800;;;2792;Megafarma De Colombia S.A.S.;1/07/2019;30/06/2020;;;2792;Megafarma De Colombia S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2807;Medivalle SF SAS;1/05/2019;30/04/2020;;;2807;Medivalle SF SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1900;95000;53685;2684250;2598;Medicina Integral S.A.;1/04/2019;30/06/2020;;;2598;Medicina Integral S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2200;110000;;;2891;Medical Group Anma SAS;1/05/2018;31/05/2019;;;2891;Medical Group Anma SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2500;125000;53685;2684250;1267;H. & V Cia Ltda.;13/05/2019;30/04/2020;;;1267;H. & V Cia Ltda.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;3200;160000;;;1260;Fundacion Santa Fe de Bogota;1/01/2019;30/01/2020;;;1260;Fundacion Santa Fe de Bogota
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1820;91000;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;53685;2684250;2651;Cooperativa Emssanar Servicio Farmaceutico;1/05/2019;31/03/2020;;;2651;Cooperativa Emssanar Servicio Farmaceutico
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;;;2869;Centro de Radiologia Elisa Clara R.F. S.A.S;21/01/2019;28/02/2020;;;2869;Centro de Radiologia Elisa Clara R.F. S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;;;2530;Salud Drogas Uno A;13/05/2008;30/06/2020;;;2530;Salud Drogas Uno A
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2735;Dis - Hospital S.A.S;1/07/2019;30/06/2020;;;2735;Dis - Hospital S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;53685;2684250;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;53685;2684250;2674-INS;Farmacos de la Costa Ltda;1/12/2018;31/12/2019;;;2674-INS;Farmacos de la Costa Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;53685;2684250;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;507025;25351250;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;507025;25351250; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;53685;2684250;1022;Caja de Comp. Fam. Comfenalco;1/03/2019;29/02/2020;;;1022;Caja de Comp. Fam. Comfenalco
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;;;1035;Caja De Comp. Fam. De Risaralda - Comfam;19/06/2019;19/07/2020;;;1035;Caja De Comp. Fam. De Risaralda - Comfam
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar;1/03/2019;31/03/2020;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar;1/03/2019;31/03/2020;;;1042;Caja De Comp. Fam. Del Huila - Comfamiliar
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2400;120000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1450;72500;;;1720;Cooperativa de Hospitales de A;1/03/2019;28/02/2020;;;1720;Cooperativa de Hospitales de A
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1600;80000;;;2350;Organización Clínica Bonnadona - Prevenir S.A.;29/10/2018;29/10/2020;;;2350;Organización Clínica Bonnadona - Prevenir S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;53685;2684250;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;53685;2684250;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1800;90000;53685;2684250;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;2684250;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;53685;2684250;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2641;Organiz.Clinica General Norte;1/09/2019;28/02/2020;;;2641;Organiz.Clinica General Norte
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2715;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2715;Fuertes Mejia Yaneth Patricia
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;;;2830;Fuertes Mejia Yaneth Patricia;1/09/2019;30/09/2020;;;2830;Fuertes Mejia Yaneth Patricia
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250;2666;Farma Xpress S.A.S;1/07/2019;30/09/2019;;;2666;Farma Xpress S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;2684250;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;507025;25351250;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;2000;100000;507025;25351250;1010;Audifarma S.A.;27/08/2019;27/08/2020;ECOPETROL;;1010;Audifarma S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;MEDIMAS;;1235-INS;Eve Distribuciones S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;507025;2535125;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;507025;2535125;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;507025;2535125;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;507025;2535125;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1530;76500;;;2688;Asisfarma S.A.;1/07/2018;31/07/2019;;;2688;Asisfarma S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;268425; 2063-INS ;Unidrogas S.A.;1/05/2019;10/05/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;268425; 2615-INS ;Unidrogas S.A.;1/05/2019;10/05/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;268425; 2576-INS ;Unidrogas S.A.;1/05/2019;10/05/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1700;85000;53685;268425; 2711-INS ;Unidrogas S.A.;1/05/2019;10/05/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2967;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2967;Neuromedica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2971;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2971;Neuromedica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2987;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2987;Neuromedica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;;;2988;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2988;Neuromedica S.A.S
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Micofenolato Mofetilo 500 mg;50;1500;75000;507025;25351250;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-006-081;MIGRADORIXINA CAJA X 10;Clonixinato de Lisina 125 mg+Ergotamina 1 mg;10;1500;15000;0;0;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-006-081;MIGRADORIXINA CAJA X 10;Clonixinato de Lisina 125 mg+Ergotamina 1 mg;10;1697;16970;;;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-006-081;MIGRADORIXINA CAJA X 10;Clonixinato de Lisina 125 mg+Ergotamina 1 mg;10;1997;19970;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-081;MIGRADORIXINA CAJA X 10;Clonixinato de Lisina 125 mg+Ergotamina 1 mg;10;1200;12000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-006-081;MIGRADORIXINA CAJA X 10;Clonixinato de Lisina 125 mg+Ergotamina 1 mg;10;1300;13000;;;2239;Escobar Bustos Carmen del Pilar;1/05/2019;30/04/2020;;;2239;Escobar Bustos Carmen del Pilar
