Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-006-079;DEXLANZOPRAL 60 MG X 30 Caps;Adapalene 01% Clindamicina 1%;1;5400;5400;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-060;DORIXINA RELAX X 100 COMP;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-053;DORIXINA RELAX X 20 COMP;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-613;EDAPIL CHAMPU X 120 ML;Adapalene 01% Clindamicina 1%;1;52000;52000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-614;EDAPIL ESPUMA LOCIÓN X 150 ML;Adapalene 01% Clindamicina 1%;1;119000;119000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-181;EMOLIN NEO X 240 G;Adapalene 01% Clindamicina 1%;1;41000;41000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-054;ENDIAL 1 MG X 20 COMP;Adapalene 01% Clindamicina 1%;1;1180;1180;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-560;FARBICIL CREMA X 15 G;Adapalene 01% Clindamicina 1%;1;15000;15000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-551;FARBICIL 250 MG X 14 TABS;Adapalene 01% Clindamicina 1%;1;4500;4500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-010;FILGRASTIM 300 MG FCO AMP;Adapalene 01% Clindamicina 1%;1;29000;29000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-190;FILTROSOL CREMA 50+ X 60 G;Adapalene 01% Clindamicina 1%;1;35000;35000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-198;FILTROSOL GEL 50+ X 60 G;Adapalene 01% Clindamicina 1%;1;33000;33000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-007;FOTORRETIN FCO 5 ML;Adapalene 01% Clindamicina 1%;1;8050;8050;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-006;GATIDEX SUSP OFTALMICA X 5 ML;Adapalene 01% Clindamicina 1%;1;64200;64200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-221;GLAUCOMED X10 TABLETAS;Adapalene 01% Clindamicina 1%;1;1610;1610;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-019;GLAUCOPROST 3 ML;Adapalene 01% Clindamicina 1%;1;39600;39600;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-008;GLAUCOTENSIL T 5 ML;Adapalene 01% Clindamicina 1%;1;21400;21400;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-012;GLICOLIC CHAMPU X 240 ML;Adapalene 01% Clindamicina 1%;1;43500;43500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-003;GLICOLIC CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;61000;61000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-032;GLICOLIC H LOCION X 60 ML;Adapalene 01% Clindamicina 1%;1;51700;51700;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-017;GOTABIOTIC D FCO 5 ML;Adapalene 01% Clindamicina 1%;1;27900;27900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-121;HIDRIBET 10% X 125 ML;Adapalene 01% Clindamicina 1%;1;12800;12800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-131;HIDRIBET 5/5 X 125 ML;Adapalene 01% Clindamicina 1%;1;36500;36500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-231;HYALIX X 60 G;Adapalene 01% Clindamicina 1%;1;43600;43600;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-421;ILIMIT 15 MG X 30;Adapalene 01% Clindamicina 1%;1;970;970;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-251;KETOMED CHAMPU X 100 ML;Adapalene 01% Clindamicina 1%;1;32000;32000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-001-152;KINOR NF X 10 ML;Adapalene 01% Clindamicina 1%;1;23300;23300;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-273;LACTIBON FEM LOCION X 240 ML;Adapalene 01% Clindamicina 1%;1;25000;25000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-271;LACTIBON X 120 ML;Adapalene 01% Clindamicina 1%;1;22000;22000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-272;LACTIBON SYNDET BARRA X 120 G;Adapalene 01% Clindamicina 1%;1;26500;26500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-286;LEXINEX X 120 ML;Adapalene 01% Clindamicina 1%;1;30500;30500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-291;LEXINEX PLUS X 120 ML;Adapalene 01% Clindamicina 1%;1;34000;34000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-209;LITASINA SOL INYECTABLE X 300 ML;Adapalene 01% Clindamicina 1%;1;65000;65000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-071;LOPRAL 30 MG CAJA X 30;Adapalene 01% Clindamicina 1%;1;900;900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-066;LOPRAL 15 mg x 30 caps;Adapalene 01% Clindamicina 1%;1;310;310;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-203;LOTEMICIN SUSPENSION  X 5 ML;Adapalene 01% Clindamicina 1%;1;29200;29200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-014;LOTESOFT FCO 5 ML;Adapalene 01% Clindamicina 1%;1;34500;34500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-011;LOUTEN FCO X 25 ML;Adapalene 01% Clindamicina 1%;1;7500;7500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-607;MATINAC 100 MG X 120 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;11800;11800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-608;MATINAC 400 MG X 30 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;27900;27900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-013-020;MICOFLAVIN 500 MG X 50 COMP;Adapalene 01% Clindamicina 1%;1;1950;1950;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-080;MIGRADORIXINA X 100 COMP;Adapalene 01% Clindamicina 1%;1;1501;1501;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-081;MIGRADORIXINA CAJA X 10;Adapalene 01% Clindamicina 1%;1;1280;1280;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-336;MINOT X 10;Adapalene 01% Clindamicina 1%;1;3320;3320;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-614;MULTIFLORA SOBRE X 14;Adapalene 01% Clindamicina 1%;1;4200;4200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-615;MULTIFLORA SOBRE X 6;Adapalene 01% Clindamicina 1%;1;5550;5550;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-612;MULTIFLORA PLUS CAPS X 10;Adapalene 01% Clindamicina 1%;1;3750;3750;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-613;MULTIFLORA PLUS CAPS X 30;Adapalene 01% Clindamicina 1%;1;2600;2600;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-058;NEOZENTIUS COMP 10 MG X 28;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-602;NEOZENTIUS COMP 20 MG X 14;Adapalene 01% Clindamicina 1%;1;3220;3220;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-021;OFTAFLOX GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;17000;17000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-031;OFTAFLOX UNGUENTO X 5 G;Adapalene 01% Clindamicina 1%;1;17800;17800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-182;OLOPAT SOLUCION OFT 02% X 5 ML;Adapalene 01% Clindamicina 1%;1;10700;10700;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-051;OXIMISYN GOTAS  X 5 ML;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-560;PIASCLEDINE 300 MG X 30;Adapalene 01% Clindamicina 1%;1;3150;3150;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-431;PIRIMED X 120 ML;Adapalene 01% Clindamicina 1%;1;27200;27200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-052;POENGATIF 5 ML;Adapalene 01% Clindamicina 1%;1;28900;28900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-438;PRESIDERM UNG X 15 G;Adapalene 01% Clindamicina 1%;1;32400;32400;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-171;PROCICAR CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;14500;14500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-655;PROCICAR NF CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;18200;18200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-265;ROZELAIC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-442;SALILEX BARRA X 120 G;Adapalene 01% Clindamicina 1%;1;27000;27000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-445;SALILEX PADS X 30 POMOS;Adapalene 01% Clindamicina 1%;1;26190;26190;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-126;SERTAL X 20 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;1200;1200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-100;SERTAL COMP X 100 COMP RECUB;Adapalene 01% Clindamicina 1%;1;1050;1050;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-101;SERTAL COMP COMPRECUB CAJA X 10;Adapalene 01% Clindamicina 1%;1;1609;1609;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-091;SERTAL COMP AMP CAJA X 3;Adapalene 01% Clindamicina 1%;1;6129;6129;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-111;SERTAL GOTAS FCO X 20 ML;Adapalene 01% Clindamicina 1%;1;13700;13700;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-586;SINAC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;74700;74700;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-191;TALOF GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;36200;36200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-101;TOPTEAR FCO 10 ML;Adapalene 01% Clindamicina 1%;1;28200;28200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-102;TOPTEAR P SOL OFT X 10 ML;Adapalene 01% Clindamicina 1%;1;31300;31300;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-141;TRACTAL 1 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-142;TRACTAL 2 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1600;1600;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-089;TRACTAL GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-103;UMBRELLA CREMA 50+ X 60G;Adapalene 01% Clindamicina 1%;1;60000;60000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-078;UMBRELLA KIDS MAX X 60 G;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-106;UMBRELLA KIDS RESISTENTE AL AGUA 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;57000;57000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-102;UMBRELLA KIDS WP   X 120 G;Adapalene 01% Clindamicina 1%;1;52000;52000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-598;UMBRELLA MAX X 100 G;Adapalene 01% Clindamicina 1%;1;68000;68000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-597;UMBRELLA MAX RESISTENTE AL AGUA X 60 G;Adapalene 01% Clindamicina 1%;1;44900;44900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-105;UMBRELLA PLUS 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;69000;69000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-114;UMBRELLA RESISTENTE AL AGUA 50+ TUBO X 225 G;Adapalene 01% Clindamicina 1%;1;72000;72000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-152;UMQUAN GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;24500;24500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-153;UMQUAN GOTAS X 50 ML;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-461;UREADERM 10% X 60 G;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-472;UREADERM 15% X 60 G;Adapalene 01% Clindamicina 1%;1;14000;14000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-481;UREADERM LACTATO X 225G;Adapalene 01% Clindamicina 1%;1;47500;47500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-511;VIROSUPRIL CREMA X 5 G;Adapalene 01% Clindamicina 1%;1;34500;34500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-205;XEGREX SOLUCIÓN OFTÁLMICA x 5 ML;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-193;ZENTIUS COMP 20 MG X 30;Adapalene 01% Clindamicina 1%;1;1075;1075;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-026;ZUDENINA F GEL X 30;Adapalene 01% Clindamicina 1%;1;59000;59000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-024;ZUDENINA GEL X 30 G;Adapalene 01% Clindamicina 1%;1;30000;30000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-030;ZUDENINA PLUS GEL X 30;Adapalene 01% Clindamicina 1%;1;56000;56000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-001;ALGI B CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;750;750;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-002;AMPREX  500 MG 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;1230;1230;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-004;APROLAC 80 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;365;365;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-005;ARAMAX 25/50 X 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;2100;2100;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-006;ARAMAX 5/100 X 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;2900;2900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-009;ARTRICLOX 15 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;135;135;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-010;ARTRICLOX 15 MG X 1 AMPOLLA;Adapalene 01% Clindamicina 1%;1;1900;1900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-016;BROMUX 100 MG CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;5075;5075;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-018;BROMUX D  CAJA X 30 CAP;Adapalene 01% Clindamicina 1%;1;3883;3883;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-019;CANDEPREX 16 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;2000;2000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-020;CANDEPREX 32 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;3000;3000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-021;CANDEPREX 8 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;1800;1800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-024;CANDEPREX H 16/125 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2460;2460;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-022;CANDEPREX A 16/5  MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;3833;3833;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-023;CANDEPREX A 32/5  MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;4050;4050;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-027;CARVEDIL 125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;120;120;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-029;CARVEDIL 25 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;130;130;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-031;CARVEDIL 625 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;91;91;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-033;CLOTRIMAX 1000/75 MG 4 TAB;Adapalene 01% Clindamicina 1%;1;11000;11000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-035;COLESTIR 10/20 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1180;1180;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-037;COLESTIR 10/40 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2350;2350;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-040;DIUREX 25 MG CAJA X  10 TAB;Adapalene 01% Clindamicina 1%;1;480;480;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-042;DUOLIP 20/10 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2500;2500;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-043;DUOLIP 40/10 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3250;3250;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-044;DUOVAL 10/160 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3800;3800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-045;DUOVAL 5/160 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3483;3483;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-046;DUOVAL 5/80 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2833;2833;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-048;DUOVAL H 5/160/125 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;4067;4067;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-047;DUOVAL H 10/160/125 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;5033;5033;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-049;ESOMAX 10 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;970;970;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-195;ESOMAX 20 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;900;900;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-052;ESOMAX 40 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;1800;1800;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-054;FENOLIP  200 MG CAJA X 30 CAPSULA;Adapalene 01% Clindamicina 1%;1;2080;2080;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-055;FENTRADOL 120 MG X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;790;790;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-057;FENTRADOL 180 MG X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;790;790;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-058;FIBROLIP 100 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1933;1933;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-063;GASPRID M 5 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2100;2100;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-064;GASPRID S 5 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2460;2460;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-065;GLIX 10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;630;630;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-066;GLIX 5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;580;580;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-071;IBANAT 150 MG X 1 TABLETA;Adapalene 01% Clindamicina 1%;1;15000;15000;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-072;IRBEPREX 150 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;1610;1610;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-073;IRBEPREX 300 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;2150;2150;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-074;IRBEPREX A 150/5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;4633;4633;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-075;IRBEPREX A 300/10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;5633;5633;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-076;IRBEPREX A 300/5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;5200;5200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-077;IRBEPREX H 150/125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;1605;1605;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-078;IRBEPREX H 300/125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;2140;2140;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-079;KLAMICINA 500 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;950;950;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-081;LEFLUX 16 MG CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;200;200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-083;LEFLUX 8 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;180;180;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-084;LEUCOTREN 10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;200;200;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-086;LEUCOTREN 4 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;130;130;;; 2615-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
